Breed,Category,Weight_kg,Age_months,Milk_L_per_day,BCS,Activity_Level,Health_Status,DMI_kg_per_day,CrudeProtein_pct_DM,TDN_pct_DM,CrudeProtein_kg_per_day,TDN_kg_per_day,Calcium_g_per_day,Phosphorus_g_per_day,Water_L_per_day,Special_Care_Notes
Pulikulam,Breeding Bull,319.6,68,0.0,3.3,High,Normal,7.94,13.0,62.0,1.03,4.92,19.2,12.8,30.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Pulikulam,Dairy Dry,250.5,103,0.0,2.8,Medium,FMD,3.97,13.5,63.0,0.54,2.5,15.8,10.5,20.0,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Pulikulam,Breeding Bull,289.0,61,0.0,3.8,Low,Normal,6.31,13.0,62.0,0.82,3.91,17.3,11.6,23.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Pulikulam,Breeding Bull,365.7,56,0.0,3.8,Medium,Lumpy Skin Disease,6.73,15.5,64.0,1.04,4.31,24.1,15.4,29.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Pulikulam,Dairy Dry,296.1,117,0.0,3.4,Low,Normal,6.19,12.5,60.0,0.77,3.71,17.8,11.8,23.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Pulikulam,Calf,60.3,4,0.0,3.0,Low,Normal,1.72,20.0,72.0,0.34,1.24,3.6,2.4,4.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Pulikulam,Dairy Lactating,303.6,96,8.8,2.5,Low,Normal,11.16,17.5,71.3,1.95,7.96,49.0,31.5,50.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Pulikulam,Draft/Working Bullock,284.2,129,0.0,3.3,Medium,Normal,6.82,11.5,63.0,0.78,4.3,17.1,11.4,22.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Pulikulam,Growing/Heifer,137.3,15,0.0,3.4,Low,Lumpy Skin Disease,2.71,17.5,67.0,0.47,1.82,9.1,5.8,11.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Punganur,Growing/Heifer,71.6,14,0.0,2.3,Low,FMD,1.38,17.0,71.0,0.23,0.98,4.5,3.0,5.7,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Punganur,Growing/Heifer,37.7,10,0.0,3.4,Medium,Normal,1.0,15.0,65.0,0.15,0.65,2.3,1.5,3.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Breeding Bull,148.7,29,0.0,3.5,High,Ringworm,3.51,13.5,62.0,0.47,2.18,10.3,6.5,16.9,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Punganur,Breeding Bull,137.1,59,0.0,4.4,Low,Normal,2.79,12.5,60.0,0.35,1.67,8.2,5.5,11.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Breeding Bull,104.4,40,0.0,3.7,Medium,Normal,2.4,13.0,62.0,0.31,1.49,6.3,4.2,8.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Dairy Dry,136.6,117,0.0,3.2,Low,Normal,2.85,12.5,60.0,0.36,1.71,8.2,5.5,10.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Dairy Lactating,90.5,118,2.6,2.8,Low,Normal,3.32,17.2,70.4,0.57,2.34,14.5,9.3,15.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Dairy Lactating,122.9,53,2.4,2.9,Medium,Normal,4.41,17.1,70.4,0.75,3.1,15.8,10.2,17.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Dairy Dry,102.6,84,0.0,3.6,Medium,Ringworm,2.14,13.0,60.0,0.28,1.28,7.1,4.5,8.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Punganur,Dairy Lactating,100.8,87,2.0,3.2,Low,Normal,3.44,17.1,70.3,0.59,2.42,13.0,8.4,14.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Dairy Lactating,123.3,60,4.0,2.4,High,Lumpy Skin Disease,4.57,20.7,75.6,0.95,3.45,23.5,14.4,26.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Punganur,Dairy Dry,100.6,31,0.0,3.2,High,Lumpy Skin Disease,1.91,15.0,62.0,0.29,1.18,6.6,4.2,13.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Punganur,Breeding Bull,148.9,92,0.0,3.5,Medium,FMD,2.47,14.0,65.0,0.35,1.61,9.4,6.3,11.9,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Punganur,Dairy Dry,131.4,42,0.0,2.6,High,Normal,3.12,12.5,60.0,0.39,1.87,7.9,5.3,15.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Draft/Working Bullock,117.0,36,0.0,3.0,Medium,FMD,2.02,12.5,66.0,0.25,1.33,7.4,4.9,9.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Punganur,Dairy Lactating,91.2,74,2.0,3.7,High,Normal,3.6,17.1,70.3,0.62,2.53,12.5,8.0,18.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Breeding Bull,132.3,107,0.0,4.2,Medium,FMD,2.04,13.5,63.0,0.28,1.29,8.3,5.6,10.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Punganur,Dairy Dry,134.2,129,0.0,3.8,Medium,Normal,2.95,12.5,60.0,0.37,1.77,8.1,5.4,10.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Draft/Working Bullock,142.1,42,0.0,3.5,High,Normal,3.68,11.5,72.4,0.42,2.66,8.5,5.7,16.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Breeding Bull,129.8,97,0.0,3.1,Medium,Normal,2.99,13.0,62.0,0.39,1.85,7.8,5.2,10.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Draft/Working Bullock,132.6,61,0.0,3.4,Medium,Ringworm,3.02,12.0,63.0,0.36,1.9,9.1,5.8,10.6,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Punganur,Dairy Lactating,121.3,105,2.9,2.3,High,Normal,5.26,18.2,73.4,0.96,3.86,17.4,11.2,23.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Growing/Heifer,95.9,15,0.0,2.1,Low,Normal,2.56,16.0,68.0,0.41,1.74,5.8,3.8,7.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Punganur,Calf,14.0,4,0.0,2.6,Medium,Normal,1.0,20.0,72.0,0.2,0.72,0.8,0.6,1.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Dairy Lactating,265.5,109,7.5,3.8,Medium,Normal,10.21,17.4,71.1,1.78,7.26,42.2,27.1,43.7,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Dairy Lactating,312.6,86,5.5,3.7,Low,FMD,7.54,18.3,73.8,1.38,5.56,39.9,25.8,41.5,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Purnea,Dairy Lactating,296.7,90,9.6,3.9,Medium,Normal,11.78,17.6,71.4,2.07,8.41,51.4,33.0,52.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Draft/Working Bullock,267.7,93,0.0,3.4,High,FMD,5.0,12.5,75.9,0.62,3.79,16.9,11.2,26.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Purnea,Breeding Bull,331.3,79,0.0,3.5,Medium,Normal,7.62,13.0,62.0,0.99,4.72,19.9,13.3,26.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Calf,41.4,4,0.0,2.2,Low,Normal,1.27,21.0,75.0,0.27,0.95,2.5,1.7,3.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Growing/Heifer,141.0,18,0.0,3.0,Medium,Lumpy Skin Disease,2.93,17.5,67.0,0.51,1.96,9.3,5.9,11.3,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Purnea,Dairy Lactating,326.6,31,10.1,3.2,Medium,Normal,12.83,17.6,71.5,2.26,9.17,54.9,35.3,56.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Growing/Heifer,206.4,20,0.0,2.4,Medium,FMD,4.17,17.0,71.0,0.71,2.96,13.0,8.7,16.5,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Purnea,Dairy Dry,276.3,58,0.0,3.1,Low,Lumpy Skin Disease,4.62,15.0,62.0,0.69,2.86,18.2,11.6,22.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Purnea,Breeding Bull,332.4,127,0.0,4.0,Medium,Normal,7.65,13.0,62.0,0.99,4.74,19.9,13.3,26.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Growing/Heifer,118.0,9,0.0,3.0,Medium,Normal,3.07,15.0,65.0,0.46,2.0,7.1,4.7,9.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Breeding Bull,269.6,86,0.0,3.1,Medium,Normal,6.2,13.0,62.0,0.81,3.84,16.2,10.8,21.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Calf,42.9,3,0.0,3.1,Low,Normal,1.22,20.0,72.0,0.24,0.88,2.6,1.7,3.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Dairy Dry,284.2,57,0.0,3.0,Medium,Ringworm,5.94,13.0,60.0,0.77,3.56,19.6,12.5,22.7,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Purnea,Dairy Dry,329.1,119,0.0,3.0,High,Ringworm,7.43,13.0,60.0,0.97,4.46,22.7,14.5,31.3,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Purnea,Calf,56.7,3,0.0,2.7,Low,Lumpy Skin Disease,1.29,22.5,74.0,0.29,0.95,3.7,2.4,4.5,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Purnea,Dairy Dry,262.2,31,0.0,3.7,Low,Lumpy Skin Disease,4.38,15.0,62.0,0.66,2.72,17.3,11.0,21.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Purnea,Dairy Dry,323.8,61,0.0,2.6,Medium,Lumpy Skin Disease,5.7,15.0,62.0,0.85,3.53,21.4,13.6,25.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Purnea,Breeding Bull,372.9,109,0.0,4.0,Medium,Normal,8.58,13.0,62.0,1.12,5.32,22.4,14.9,29.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Draft/Working Bullock,254.2,117,0.0,3.9,High,Normal,6.59,11.5,72.4,0.76,4.77,15.3,10.2,25.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Draft/Working Bullock,269.9,62,0.0,3.8,High,Normal,7.0,11.5,72.4,0.81,5.07,16.2,10.8,26.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Calf,53.6,2,0.0,2.3,Low,Normal,1.65,21.0,75.0,0.35,1.24,3.2,2.1,4.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Purnea,Growing/Heifer,227.2,7,0.0,3.0,Medium,Normal,5.91,15.0,65.0,0.89,3.84,13.6,9.1,18.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Calf,39.5,2,0.0,2.9,Medium,Ringworm,1.13,20.5,72.0,0.23,0.81,2.7,1.7,3.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Rathi,Draft/Working Bullock,306.0,31,0.0,3.5,High,Lumpy Skin Disease,6.35,14.0,74.8,0.89,4.75,20.2,12.9,29.5,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Rathi,Growing/Heifer,176.4,22,0.0,3.2,Medium,Lumpy Skin Disease,3.67,17.5,67.0,0.64,2.46,11.6,7.4,14.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Rathi,Dairy Dry,319.3,123,0.0,3.5,Medium,Normal,7.02,12.5,60.0,0.88,4.21,19.2,12.8,25.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Calf,70.5,4,0.0,2.8,Low,FMD,1.45,21.0,75.0,0.3,1.09,4.4,3.0,5.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Rathi,Breeding Bull,355.7,68,0.0,4.3,Medium,Ringworm,7.23,13.0,60.0,0.94,4.34,24.5,15.7,28.5,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Rathi,Growing/Heifer,194.0,9,0.0,3.2,Medium,Normal,5.04,15.0,65.0,0.76,3.28,11.6,7.8,15.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Draft/Working Bullock,337.9,88,0.0,2.8,Low,Ringworm,7.32,12.0,59.8,0.88,4.38,23.3,14.9,27.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Rathi,Breeding Bull,335.2,54,0.0,4.5,High,Normal,7.74,12.5,60.0,0.97,4.64,20.1,13.4,31.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Draft/Working Bullock,376.6,87,0.0,2.7,Medium,Normal,9.04,11.5,63.0,1.04,5.7,22.6,15.1,30.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Dairy Lactating,309.6,44,8.7,2.1,High,Normal,13.88,18.5,74.3,2.57,10.31,49.0,31.5,55.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Calf,38.1,2,0.0,2.0,Medium,Normal,1.23,21.0,75.0,0.26,0.92,2.3,1.5,3.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Dairy Dry,362.4,97,0.0,3.4,Low,Normal,7.57,12.5,60.0,0.95,4.54,21.7,14.5,29.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Draft/Working Bullock,301.3,33,0.0,3.9,High,Ringworm,7.42,12.0,72.4,0.89,5.37,20.8,13.3,29.1,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Rathi,Calf,70.1,4,0.0,2.8,Medium,Normal,2.1,20.0,72.0,0.42,1.51,4.2,2.8,5.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Dairy Lactating,305.8,120,8.4,3.1,Medium,Lumpy Skin Disease,9.36,20.0,73.3,1.87,6.86,52.5,32.2,49.7,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Rathi,Calf,78.1,2,0.0,3.1,Low,Normal,2.23,20.0,72.0,0.45,1.61,4.7,3.1,6.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Breeding Bull,355.3,108,0.0,3.3,Medium,Normal,8.17,13.0,62.0,1.06,5.07,21.3,14.2,28.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Calf,65.4,6,0.0,3.1,Low,Normal,1.86,20.0,72.0,0.37,1.34,3.9,2.6,5.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Growing/Heifer,170.4,24,0.0,2.2,High,Normal,5.17,16.0,68.0,0.83,3.52,10.2,6.8,18.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Dairy Lactating,355.0,70,12.4,3.7,Medium,FMD,10.35,18.7,74.9,1.94,7.75,67.9,43.6,65.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Rathi,Draft/Working Bullock,360.8,65,0.0,3.3,Medium,Lumpy Skin Disease,6.93,14.0,65.0,0.97,4.5,23.8,15.2,28.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Rathi,Draft/Working Bullock,336.0,56,0.0,3.2,High,Normal,8.71,11.5,72.4,1.0,6.31,20.2,13.4,31.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Rathi,Calf,64.8,3,0.0,3.5,Low,Normal,1.85,20.0,72.0,0.37,1.33,3.9,2.6,5.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Growing/Heifer,348.4,13,0.0,3.2,Medium,Normal,9.06,15.0,65.0,1.36,5.89,20.9,13.9,27.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Breeding Bull,664.5,89,0.0,3.2,Low,Normal,14.52,13.0,62.0,1.89,9.0,39.9,26.6,53.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Growing/Heifer,291.8,15,0.0,2.3,High,Normal,8.85,16.0,68.0,1.42,6.02,17.5,11.7,28.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Dairy Dry,637.7,102,0.0,3.6,Medium,Lumpy Skin Disease,11.22,15.0,62.0,1.68,6.96,42.1,26.8,51.0,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red Dane cattle,Growing/Heifer,410.5,22,0.0,2.9,High,FMD,8.3,16.0,68.0,1.33,5.64,25.9,17.2,37.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red Dane cattle,Dairy Lactating,609.6,34,16.2,2.2,Low,Lumpy Skin Disease,19.0,21.5,77.4,4.08,14.71,102.6,63.0,97.4,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red Dane cattle,Dairy Lactating,562.5,85,18.2,3.7,Low,FMD,15.28,19.1,75.7,2.92,11.57,102.3,65.7,99.6,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red Dane cattle,Breeding Bull,651.5,25,0.0,3.1,Medium,Normal,14.98,13.0,62.0,1.95,9.29,39.1,26.1,52.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Breeding Bull,606.5,43,0.0,3.2,Medium,Ringworm,13.25,13.5,62.0,1.79,8.21,41.8,26.7,48.5,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Red Dane cattle,Dairy Dry,589.3,126,0.0,3.3,Low,Normal,12.32,12.5,60.0,1.54,7.39,35.4,23.6,47.1,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Dairy Dry,519.8,48,0.0,2.6,Medium,Normal,11.44,12.5,60.0,1.43,6.86,31.2,20.8,41.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Dairy Dry,512.8,63,0.0,3.3,Medium,Normal,11.28,12.5,60.0,1.41,6.77,30.8,20.5,41.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Growing/Heifer,328.8,22,0.0,3.0,Low,FMD,5.85,16.0,68.0,0.94,3.98,20.7,13.8,26.3,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red Dane cattle,Draft/Working Bullock,536.9,91,0.0,2.6,High,Normal,13.92,11.5,72.4,1.6,10.08,32.2,21.5,48.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Breeding Bull,548.9,35,0.0,3.5,Low,Normal,11.99,13.0,62.0,1.56,7.43,32.9,22.0,43.9,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Draft/Working Bullock,615.5,27,0.0,2.8,Medium,Lumpy Skin Disease,11.82,14.0,65.0,1.65,7.68,40.6,25.9,49.2,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red Dane cattle,Dairy Dry,521.9,109,0.0,2.6,High,Normal,12.4,12.5,60.0,1.55,7.44,31.3,20.9,46.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Dairy Lactating,613.7,49,19.7,2.2,Low,Ringworm,23.71,19.7,76.0,4.67,18.02,121.6,74.7,108.2,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Red Dane cattle,Growing/Heifer,214.7,16,0.0,2.2,Medium,Normal,6.03,16.0,68.0,0.96,4.1,12.9,8.6,17.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Growing/Heifer,253.0,24,0.0,3.1,Medium,FMD,4.74,16.0,68.0,0.76,3.22,15.9,10.6,20.2,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red Dane cattle,Growing/Heifer,318.4,7,0.0,2.8,Low,Normal,7.86,15.0,65.0,1.18,5.11,19.1,12.7,25.5,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Growing/Heifer,222.1,15,0.0,2.0,Medium,Normal,6.24,16.0,68.0,1.0,4.24,13.3,8.9,17.8,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red Dane cattle,Draft/Working Bullock,629.6,70,0.0,2.5,High,FMD,11.75,12.5,75.9,1.47,8.92,39.7,26.4,55.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red Dane cattle,Growing/Heifer,335.6,19,0.0,3.4,Medium,FMD,6.28,16.0,68.0,1.0,4.27,21.1,14.1,26.8,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red kandhari,Calf,50.2,2,0.0,2.8,Medium,Normal,1.51,20.0,72.0,0.3,1.09,3.0,2.0,4.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Breeding Bull,353.0,63,0.0,3.2,Medium,Normal,8.12,13.0,62.0,1.06,5.03,21.2,14.1,28.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Draft/Working Bullock,323.6,62,0.0,4.0,High,Lumpy Skin Disease,6.71,14.0,74.8,0.94,5.02,21.4,13.6,30.9,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red kandhari,Draft/Working Bullock,387.9,56,0.0,3.8,High,Normal,10.05,11.5,72.4,1.16,7.28,23.3,15.5,36.0,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Breeding Bull,339.1,59,0.0,3.6,Low,Lumpy Skin Disease,5.93,15.5,64.0,0.92,3.8,22.4,14.2,27.1,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red kandhari,Breeding Bull,395.1,110,0.0,3.3,Low,Normal,8.63,13.0,62.0,1.12,5.35,23.7,15.8,31.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Dairy Lactating,332.9,107,8.6,2.4,Low,Normal,12.89,18.5,74.3,2.38,9.58,50.1,32.2,52.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Growing/Heifer,175.5,11,0.0,2.8,Low,Ringworm,4.12,15.5,65.0,0.64,2.68,12.1,7.7,14.0,"Add biotin, zinc and Vitamin A/E supplementation for skin and coat health; maintain hygiene of housing; mild protein boost aids skin recovery; topical antifungal treatment as advised by vet."
Red kandhari,Growing/Heifer,169.7,12,0.0,3.4,Low,Normal,4.19,15.0,65.0,0.63,2.72,10.2,6.8,13.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Growing/Heifer,254.6,7,0.0,2.6,Medium,Normal,6.62,15.0,65.0,0.99,4.3,15.3,10.2,20.4,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Draft/Working Bullock,327.4,118,0.0,3.7,Medium,Normal,7.86,11.5,63.0,0.9,4.95,19.6,13.1,26.2,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Breeding Bull,354.5,102,0.0,3.3,Low,FMD,5.58,14.0,65.0,0.78,3.63,22.3,14.9,28.4,Offer soft/gruel feed (mouth lesions reduce chewing) split into more frequent small meals; add electrolytes and energy-dense concentrate; isolate animal; consult vet for antiviral/supportive care.
Red kandhari,Dairy Lactating,368.8,40,9.0,3.0,Medium,Lumpy Skin Disease,11.01,20.0,73.3,2.2,8.07,59.0,36.3,56.5,"Increase protein and add Vitamin A, D, E and zinc for skin healing and immunity; offer soft palatable feed if appetite is reduced; isolate from herd; ensure fly/vector control."
Red kandhari,Dairy Lactating,385.2,53,9.6,2.3,Low,Normal,14.81,18.6,74.4,2.75,11.02,56.7,36.5,59.6,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
Red kandhari,Calf,78.8,3,0.0,3.0,Low,Normal,2.25,20.0,72.0,0.45,1.62,4.7,3.2,6.3,Maintain standard balanced ration; ensure clean water and routine mineral mixture.
